1.0,F7B2-F7D6
1.0,F7B2-F7E6
1.0,F7B2-F7F2
1.0,F7B2-F7F6
1.0,F7B2-F7G2
1.0,F7D6-F7E6
1.0,F7D6-F7F2
1.0,F7D6-F7F6
1.0,F7D6-F7G2
1.0,F7E6-F7F2
1.0,F7E6-F7F6
1.0,F7E6-F7G2
1.0,F7F2-F7F6
1.0,F7F2-F7G2
1.0,F7F6-F7G2
1.0,F10E3-F8B4
1.0,F8D4-F9B4
1.0,F15A3-F15F6
1.0,F15A3-F17E7
1.0,F15F6-F17E7
1.0,F9A2-F9A4
1.0,F10C1-F7C1
1.0,F12B1-F12F1
0.8421052631578947,F16B6-F17B1
0.7894736842105263,F10B5-F7F3
0.7837837837837838,F11C2-F7F3
0.7777777777777778,F17F5-F17G5
0.7777777777777778,F5A2-F5B4
0.7586206896551724,F16A5-F8B5
0.7538461538461538,F6A4-F8B5
0.75,F18F2-F7C6
0.75,F15H1-F15H5
0.7368421052631579,F10B5-F7B1
0.7297297297297297,F6A4-F7B1
0.7272727272727273,F16A5-F6A4
0.7272727272727273,F12C6-F9D3
0.7222222222222222,F17C7-F17G3
0.7213114754098361,F12E1-F16A5
0.717948717948718,F7B1-F7F3
0.7142857142857143,F5F2-F5G2
0.7105263157894737,F10B5-F6A4
0.7027027027027027,F10B5-F3F1
0.7012987012987013,F10C3-F7F3
0.7,F10F3-F10F5
0.6986301369863014,F10B5-F7A6
0.6981132075471698,F15D1-F16A5
0.6973684210526315,F10B5-F10C3
0.6956521739130435,F12E1-F6A4
0.6935483870967742,F12E1-F8B5
0.6923076923076923,F6A4-F7F3
0.6891891891891891,F10C3-F11C2
0.6883116883116883,F10B5-F11C2
0.6865671641791045,F5B1-F6A4
0.6865671641791045,F10E5-F12E1
0.684931506849315,F10B5-F10F1
0.6842105263157895,F3F1-F7F3
0.6818181818181818,F15E5-F15F5
0.6811594202898551,F11A3-F3F1
0.6805555555555556,F10F1-F7B1
0.68,F11A3-F7F3
0.68,F10B5-F10E5
0.6756756756756757,F3F1-F7B1
0.6756756756756757,F10B5-F11A3
0.6712328767123288,F10E5-F6A4
0.6666666666666666,F10F1-F7F3
0.6666666666666666,F10E5-F16A5
0.6666666666666666,F15D1-F8B5
0.6666666666666666,F5B4-F5G2
0.6666666666666666,F5C2-F5F2
0.6623376623376623,F10E5-F7F3
0.6619718309859155,F10B5-F16A5
0.6617647058823529,F10F1-F11A3
0.6578947368421053,F7A6-F7F3
0.6571428571428571,F12F5-F6A4
0.6557377049180327,F5B1-F8B5
0.6493506493506493,F10C3-F7B1
0.6486486486486487,F11A3-F7B1
0.6486486486486487,F3F1-F6A4
0.6486486486486487,F10E5-F11C2
0.6486486486486487,F7A6-F7B1
0.6438356164383562,F11A3-F6A4
0.6410256410256411,F11C2-F7B1
0.64,F12E1-F7F3
0.6388888888888888,F10E5-F3F1
0.6388888888888888,F10B5-F8B5
0.6376811594202898,F12E1-F3F1
0.6363636363636364,F11A3-F16A5
0.6351351351351351,F10C3-F10E5
0.6351351351351351,F10B5-F12E1
0.6338028169014085,F11C2-F12F5
0.6338028169014085,F3F1-F7A6
0.6266666666666667,F11C2-F3F1
0.625,F5A2-F5F2
0.625,F5A2-F5G2
0.625,F10F3-F18C4
0.6233766233766234,F10C3-F6A4
0.6231884057971014,F12F5-F3F1
0.6216216216216216,F11C2-F7A6
0.6212121212121212,F10F1-F16A5
0.6197183098591549,F10E5-F10F1
0.6176470588235294,F10E5-F8B5
0.6164383561643836,F12F5-F7B1
0.6153846153846154,F11C2-F6A4
0.6142857142857143,F10F1-F7A6
0.6129032258064516,F15A6-F6E2
0.6111111111111112,F10E5-F7A6
0.6103896103896104,F10E5-F7B1
0.6086956521739131,F16G6-F6E4
0.6086956521739131,F12E1-F7A6
0.6081081081081081,F10C3-F11A3
0.6081081081081081,F10C3-F7A6
0.6081081081081081,F10F1-F6A4
0.6029411764705882,F10E5-F5B1
0.6,F10E5-F12F5
0.6,F10B5-F12F5
0.6,F5A4-F5C1
0.5942028985507246,F12F5-F7A6
0.5921052631578947,F10C3-F3F1
0.589041095890411,F16A5-F7B1
0.5882352941176471,F11A3-F8B5
0.5866666666666667,F10F1-F11C2
0.5857142857142857,F11A3-F12E1
0.5844155844155844,F12F5-F7F3
0.5833333333333334,F10F5-F12E6
0.581081081081081,F11C2-F12E1
0.5789473684210527,F11A3-F11C2
